country,status,item type,application,width,product_ref,quantity_tons_log,customer_log,thickness_log,selling_price_log,item_date_day,item_date_month,item_date_year,delivery_date_day,delivery_date_month,delivery_date_year
78.0,1,1.0,10.0,800.0,1668701718,1.8631974294034146,17.224127116013786,0.0,7.059617628291383,1,4,2021,1,7,2021
39.0,1,1.0,56.0,1050.0,1668701376,4.916982043160154,17.223269498769607,0.0,7.018401799069201,1,4,2021,1,8,2021
78.0,1,0.0,10.0,1500.0,640665,3.9416006274925963,17.229782658419744,1.3862943611198906,6.942156705699469,1,4,2021,1,7,2021
39.0,1,1.0,56.0,1240.0,1668701376,4.52838653539733,17.223269498769607,0.0,7.0192966537150445,1,4,2021,1,8,2021
78.0,1,1.0,10.0,1000.0,1668701718,1.729562608351697,17.224127116013786,0.0,7.026426808699636,1,4,2021,1,7,2021
39.0,1,1.0,56.0,1255.0,1668701376,3.288439103988449,17.223269498769607,0.0,7.040536390215956,1,4,2021,1,8,2021
78.0,1,0.0,10.0,1500.0,640665,3.9150214079232,17.229782658419744,1.8484548129046001,6.939253946041508,1,4,2021,1,7,2021
39.0,1,1.0,56.0,1250.0,1668701376,3.0775043190605222,17.223269498769607,0.4054651081081644,7.004881989712859,1,4,2021,1,8,2021
78.0,1,1.0,10.0,1000.0,1668701718,2.4160324971465448,17.224127116013786,0.4054651081081644,7.014814351275545,1,4,2021,1,7,2021
39.0,1,1.0,56.0,1050.0,1668701376,3.0838730586471157,17.223269498769607,0.1823215567939546,7.025538314638521,1,4,2021,1,8,2021
78.0,1,0.0,10.0,1500.0,640665,3.9420141378908315,17.229782658419744,1.9459101490553132,6.948897222313312,1,4,2021,1,7,2021
39.0,1,1.0,56.0,1055.0,1668701376,3.7508599650030714,17.223269498769607,0.1823215567939546,7.0192966537150445,1,4,2021,1,8,2021
78.0,0,1.0,10.0,1500.0,1668701718,2.1654803774774707,17.224127116013786,0.0,7.133295954896068,1,4,2021,1,7,2021
39.0,1,1.0,56.0,1155.0,1668701376,3.2495816645446896,17.223269498769607,0.1823215567939546,7.02197642307216,1,4,2021,1,8,2021
78.0,1,0.0,10.0,1500.0,640665,3.516819585735957,17.229782658419744,2.0794415416798357,6.9440872082295275,1,4,2021,1,7,2021
77.0,0,0.0,10.0,1500.0,164141591,3.677654510244118,17.22222575511107,0.0,7.110696122978827,1,4,2021,1,8,2021
78.0,0,1.0,10.0,1500.0,1668701718,2.438387745977886,17.224127116013786,1.3862943611198906,7.078341579557671,1,4,2021,1,7,2021
77.0,0,0.0,10.0,1250.0,164141591,3.6284797044337425,17.22222575511107,-0.2231435513142097,7.130098510125578,1,4,2021,1,8,2021
78.0,1,0.0,10.0,1500.0,640665,3.4225379215159797,17.229782658419744,2.4849066497880004,6.953684210870537,1,4,2021,1,7,2021
78.0,1,1.0,10.0,1500.0,628377,5.39709415208907,17.22221040658372,1.0986122886681098,6.947937068614969,1,4,2021,1,8,2021
78.0,0,1.0,10.0,1500.0,1668701718,2.3313281975961644,17.224127116013786,-0.2231435513142097,7.157735484249907,1,4,2021,1,7,2021
32.0,1,0.0,41.0,1405.0,1668701718,3.952821044141463,17.223675112413627,0.6931471805599453,7.108244139731541,1,4,2021,1,10,2021
78.0,1,0.0,10.0,1500.0,640665,3.4172325707400315,17.229782658419744,2.70805020110221,6.954638864880987,1,4,2021,1,7,2021
32.0,1,0.0,41.0,1050.0,1668701718,4.071983185156052,17.223675112413627,0.1823215567939546,7.151485463904735,1,4,2021,1,10,2021
78.0,0,1.0,10.0,1500.0,1668701718,1.6283374399014992,17.224127116013786,1.0986122886681098,7.076653815443951,1,4,2021,1,7,2021
32.0,1,0.0,41.0,1030.0,1668701718,3.9189862282238517,17.223675112413627,-0.10536051565782628,7.165493475060845,1,4,2021,1,10,2021
78.0,1,0.0,10.0,1550.0,640665,3.250553304234272,17.229782658419744,1.0986122886681098,6.942156705699469,1,4,2021,1,7,2021
32.0,1,0.0,41.0,1285.0,1668701718,4.092205188560019,17.223675112413627,-0.10536051565782628,7.160069207596127,1,4,2021,1,10,2021
78.0,0,1.0,10.0,1500.0,1668701718,1.9726568672502656,17.224127116013786,0.6931471805599453,7.0925737159746784,1,4,2021,1,7,2021
32.0,1,0.0,41.0,1365.0,1668701718,4.023253232654143,17.223675112413627,1.0986122886681098,7.119635638017636,1,4,2021,1,10,2021
78.0,1,0.0,10.0,1550.0,640665,4.041205908486557,17.229782658419744,1.3862943611198906,6.940222469119639,1,4,2021,1,7,2021
32.0,1,0.0,41.0,1405.0,1668701718,4.089134815360281,17.223675112413627,0.6931471805599453,7.1049654482698426,1,4,2021,1,10,2021
30.0,1,0.0,41.0,1064.0,611993,6.664945202498665,17.221811892271877,-1.1394342831883648,7.062611424195877,1,4,2021,1,9,2021
32.0,1,0.0,41.0,1050.0,1668701718,4.02909342474492,17.223675112413627,0.1823215567939546,7.152268856032539,1,4,2021,1,10,2021
78.0,1,0.0,10.0,1550.0,640665,4.076427563809828,17.229782658419744,1.8484548129046001,6.949856455000773,1,4,2021,1,7,2021
32.0,1,0.0,41.0,1030.0,1668701718,3.9608939495728834,17.223675112413627,-0.10536051565782628,7.162397497355718,1,4,2021,1,10,2021
30.0,1,0.0,41.0,1064.0,611993,4.650913446390368,17.221811892271877,-1.1394342831883648,7.057269512799974,1,4,2021,1,9,2021
32.0,1,0.0,41.0,1285.0,1668701718,4.007729137923766,17.223675112413627,-0.10536051565782628,7.156176637480615,1,4,2021,1,10,2021
78.0,1,0.0,10.0,1550.0,640665,4.059155679705316,17.229782658419744,1.9459101490553132,6.948897222313312,1,4,2021,1,7,2021
32.0,1,0.0,41.0,1253.0,1668701718,4.027000586451971,17.223675112413627,1.0986122886681098,7.1204443723924875,1,4,2021,1,10,2021
28.0,1,1.0,10.0,1500.0,1670798778,5.340568369788802,17.221633621844454,0.9162907318741551,6.93537044601511,1,4,2021,1,8,2021
32.0,1,0.0,41.0,1290.0,1668701718,4.062224833880091,17.223675112413627,0.6931471805599453,7.1049654482698426,1,4,2021,1,10,2021
78.0,1,0.0,10.0,1550.0,640665,3.9966754965661972,17.229782658419744,2.0794415416798357,6.9440872082295275,1,4,2021,1,7,2021
